









Frequency of observations in the selected location(s).:
Number of taxa: 	282

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
Sample Size:	47.0	27.0	28.0	20.0	26.0	23.0	27.0	35.0	36.0	34.0	18.0	39.0	34.0	20.0	24.0	21.0	35.0	40.0	17.0	31.0	14.0	12.0	15.0	13.0	15.0	13.0	31.0	40.0	22.0	34.0	33.0	40.0	45.0	23.0	27.0	38.0	28.0	22.0	25.0	31.0	32.0	37.0	33.0	34.0	18.0	14.0	13.0	49.0	

Blue-winged Teal (<em class="sci">Spatula discors</em>)	0.8297872	0.6666667	0.7857143	0.7	0.9230769	0.8695652	0.7407407	0.8571429	0.8611111	0.7352941	0.6666667	0.8205128	0.9117647	1.0	0.75	0.5238095	0.1428571	0.05	0.0015	0.0322581	0.0015	0.0833333	0.0	0.0	0.0666667	0.0	0.0	0.025	0.1363636	0.0882353	0.0015	0.125	0.3555556	0.6086957	0.5555556	0.5526316	0.75	0.7727273	0.88	0.9354839	0.875	0.8918919	0.7272727	0.7058824	0.8333333	0.7142857	0.6153846	0.7346939	
Northern Shoveler (<em class="sci">Spatula clypeata</em>)	0.212766	0.1851852	0.1071429	0.0015	0.2692308	0.5217391	0.3333333	0.2	0.1388889	0.1764706	0.2777778	0.0512821	0.0294118	0.0	0.0416667	0.047619	0.0285714	0.0	0.0	0.0322581	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0434783	0.0015	0.0263158	0.0357143	0.0909091	0.04	0.0015	0.0625	0.0810811	0.1212121	0.0588235	0.1666667	0.2857143	0.0769231	0.1836735	
Gadwall (<em class="sci">Mareca strepera</em>)	0.0425532	0.0740741	0.1428571	0.05	0.1923077	0.0869565	0.0740741	0.1142857	0.1666667	0.0882353	0.0015	0.0769231	0.1176471	0.1	0.0015	0.0	0.0	0.25	0.1176471	0.1290323	0.0	0.0833333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0606061	0.0	0.0	0.0	0.0015	0.0408163	
Eurasian Wigeon (<em class="sci">Mareca penelope</em>)	0.0425532	0.1111111	0.0714286	0.1	0.0769231	0.0015	0.0740741	0.0285714	0.0555556	0.0015	0.0015	0.025641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0015	0.0666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015	0.0015	0.0015	0.0015	0.0015	0.0015	0.0015	0.0015	0.0612245	
American Wigeon (<em class="sci">Mareca americana</em>)	0.2553191	0.2962963	0.3571429	0.5	0.4230769	0.2173913	0.3703704	0.4	0.5	0.7058824	0.5555556	0.2051282	0.4411765	0.25	0.2083333	0.0015	0.0	0.0015	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015	0.0015	0.0322581	0.03125	0.1351351	0.0606061	0.1176471	0.0015	0.2142857	0.0015	0.1836735	
Eurasian/American Wigeon (<em class="sci">Mareca penelope/americana</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0015	0.0	0.0	
Mallard (<em class="sci">Anas platyrhynchos</em>)	0.7234043	0.8148148	0.8928571	0.9	0.8461538	0.7826087	0.7037037	0.8285714	0.9444444	0.8235294	0.7777778	0.8974359	0.9117647	0.9	0.8333333	0.7619048	0.8571429	0.9	0.8235294	0.7096774	0.6428571	0.8333333	0.9333333	0.6153846	0.8	0.6923077	0.6774194	0.525	0.8636364	0.8529412	0.7575758	0.675	0.6	0.5652174	0.7037037	0.6842105	0.7142857	0.5454545	0.56	0.7741935	0.75	0.8918919	0.6363636	0.8529412	0.8888889	0.7857143	0.6153846	0.755102	
Mallard (Domestic type) (<em class="sci">Anas platyrhynchos (Domestic type)</em>)	0.0	0.0	0.0	0.0015	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0015	0.0	0.0015	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0769231	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0015	0.0	0.0015	
American Black Duck (<em class="sci">Anas rubripes</em>)	0.2978723	0.3703704	0.1785714	0.4	0.3461538	0.2173913	0.1851852	0.1714286	0.3611111	0.3235294	0.1666667	0.0769231	0.1470588	0.15	0.0833333	0.047619	0.0571429	0.025	0.0015	0.0015	0.0	0.0015	0.0015	0.0015	0.0015	0.0	0.0015	0.0015	0.0015	0.0015	0.0015	0.0015	0.0015	0.0015	0.0	0.0015	0.0357143	0.0	0.04	0.0322581	0.0015	0.027027	0.0015	0.0294118	0.0555556	0.0714286	0.0769231	0.1836735	
Mallard x American Black Duck (hybrid) (<em class="sci">Anas platyrhynchos x rubripes</em>)	0.0	0.0	0.0	0.0015	0.0	0.0015	0.0	0.0	0.0015	0.0015	0.0	0.0	0.0	0.0015	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0015	0.0015	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Northern Pintail (<em class="sci">Anas acuta</em>)	0.1702128	0.3333333	0.1071429	0.05	0.0769231	0.173913	0.1481481	0.2	0.1388889	0.2058824	0.2777778	0.2564103	0.2058824	0.05	0.2083333	0.047619	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0357143	0.0015	0.0	0.0015	0.03125	0.027027	0.0015	0.0588235	0.1666667	0.0714286	0.0015	0.1020408	
Green-winged Teal (<em class="sci">Anas crecca</em>)	0.4468085	0.4444444	0.6071429	0.55	0.4230769	0.3913043	0.4444444	0.3428571	0.4166667	0.5882353	0.3888889	0.3333333	0.5882353	0.45	0.5416667	0.2380952	0.0571429	0.025	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1363636	0.0294118	0.030303	0.05	0.0015	0.1304348	0.0740741	0.0015	0.0714286	0.0909091	0.16	0.1612903	0.34375	0.2162162	0.2424242	0.3235294	0.3333333	0.2857143	0.1538462	0.4285714	
Red-crested Pochard (<em class="sci">Netta rufina</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Rosy-billed Pochard (<em class="sci">Netta peposaca</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	
Canvasback (<em class="sci">Aythya valisineria</em>)	0.0	0.0015	0.0015	0.05	0.0384615	0.0015	0.0015	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	
Redhead (<em class="sci">Aythya americana</em>)	0.0015	0.0015	0.0015	0.05	0.0384615	0.0015	0.0015	0.0015	0.0015	0.0015	0.0015	0.0015	0.0015	0.0015	0.0015	0.0015	0.0	0.0015	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015	0.0015	0.0015	0.0015	0.0015	0.0015	0.0015	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015	0.0015	0.0015	
Ring-necked Duck (<em class="sci">Aythya collaris</em>)	0.1702128	0.1481481	0.0714286	0.1	0.0384615	0.0869565	0.1481481	0.1142857	0.0555556	0.0588235	0.0015	0.0769231	0.0588235	0.1	0.0833333	0.0015	0.0571429	0.025	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0263158	0.0357143	0.0015	0.12	0.0322581	0.1875	0.1351351	0.1212121	0.1176471	0.1111111	0.1428571	0.2307692	0.122449	
Ferruginous Duck (<em class="sci">Aythya nyroca</em>)	0.0015	0.0	0.0	0.0	0.0015	0.0015	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Tufted Duck (<em class="sci">Aythya fuligula</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Greater Scaup (<em class="sci">Aythya marila</em>)	0.0015	0.2222222	0.0714286	0.15	0.0769231	0.0434783	0.0740741	0.0571429	0.0833333	0.0294118	0.0015	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0322581	0.0714286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015	0.0015	0.0015	0.0555556	0.0015	0.0015	0.0204082	
Lesser Scaup (<em class="sci">Aythya affinis</em>)	0.3617021	0.5185185	0.2857143	0.25	0.3076923	0.173913	0.4814815	0.2	0.2222222	0.1470588	0.1111111	0.025641	0.0294118	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.04	0.0322581	0.03125	0.0810811	0.2121212	0.3235294	0.2222222	0.3571429	0.0769231	0.3061224	
Greater/Lesser Scaup (<em class="sci">Aythya marila/affinis</em>)	0.0015	0.0015	0.0	0.0	0.0015	0.0015	0.0015	0.0015	0.0015	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015	0.0015	0.0015	0.0015	0.0015	0.0015	
Surf Scoter (<em class="sci">Melanitta perspicillata</em>)	0.1914894	0.1481481	0.1785714	0.2	0.1923077	0.4782609	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015	0.0	0.0	0.0	0.1836735	
Black Scoter (<em class="sci">Melanitta americana</em>)	0.1914894	0.2592593	0.0714286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0204082	
Long-tailed Duck (<em class="sci">Clangula hyemalis</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0204082	
Bufflehead (<em class="sci">Bucephala albeola</em>)	0.106383	0.1111111	0.0015	0.15	0.1153846	0.0434783	0.037037	0.0015	0.0015	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.027027	0.1515152	0.2941176	0.3333333	0.2142857	0.3846154	0.1428571	
Common Goldeneye (<em class="sci">Bucephala clangula</em>)	0.0015	0.0740741	0.0015	0.0015	0.0769231	0.0015	0.0015	0.0015	0.0015	0.0	0.0015	0.0	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015	0.0015	0.0714286	0.0015	0.0015	
Common/Barrow's Goldeneye (<em class="sci">Bucephala clangula/islandica</em>)	0.0015	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Hooded Merganser (<em class="sci">Lophodytes cucullatus</em>)	0.2553191	0.1851852	0.1428571	0.15	0.1923077	0.2608696	0.2962963	0.1714286	0.1388889	0.1470588	0.1666667	0.1538462	0.0294118	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09375	0.2702703	0.1515152	0.3529412	0.3333333	0.1428571	0.3076923	0.3061224	
Common Merganser (<em class="sci">Mergus merganser</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0294118	0.0	0.0	0.0015	0.0015	
