









Frequency of observations in the selected location(s).:
Number of taxa: 	158

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
Spotted Dove (<em class="sci">Streptopelia chinensis</em>)	0.0322581	0.0	0.0	0.0	0.1052632	0.0571429	0.0015	0.1290323	0.1176471	0.1666667	0.1153846	0.0015	0.047619	0.0	0.2666667	0.0	0.0	0.0015	0.0	0.173913	0.0625	0.0714286	0.0	0.1081081	0.0	0.1538462	0.0	0.1071429	0.0714286	0.047619	0.0015	0.0434783	0.0416667	0.04	0.0571429	0.1276596	0.0615385	0.1071429	0.0571429	0.1304348	0.1304348	0.0263158	0.0645161	0.125	0.12	0.0	0.0769231	0.0015	
Crested Pigeon (<em class="sci">Ocyphaps lophotes</em>)	0.1612903	0.1578947	0.0952381	0.1818182	0.2631579	0.1142857	0.2307692	0.2258065	0.3529412	0.2777778	0.2307692	0.2333333	0.3333333	0.2	0.2666667	0.2222222	0.1818182	0.2307692	0.3636364	0.3043478	0.1875	0.1428571	0.125	0.1621622	0.2173913	0.3076923	0.125	0.2857143	0.1785714	0.2380952	0.3030303	0.173913	0.375	0.36	0.2	0.4255319	0.2307692	0.2142857	0.1142857	0.2173913	0.3478261	0.2894737	0.2580645	0.125	0.16	0.0833333	0.1538462	0.15625	
Bar-shouldered Dove (<em class="sci">Geopelia humeralis</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0153846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Topknot Pigeon (<em class="sci">Lopholaimus antarcticus</em>)	0.0322581	0.0	0.0	0.0015	0.0	0.0	0.0384615	0.0645161	0.1764706	0.1111111	0.0384615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.030303	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0217391	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Pacific Koel (<em class="sci">Eudynamys orientalis</em>)	0.0322581	0.0	0.0	0.0	0.0	0.0	0.0	0.0967742	0.0015	0.0	0.0384615	0.0	0.0	0.0	0.0666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0212766	0.0153846	0.0	0.0571429	0.0434783	0.1304348	0.0263158	0.0645161	0.0416667	0.0	0.0416667	0.0015	0.03125	
Channel-billed Cuckoo (<em class="sci">Scythrops novaehollandiae</em>)	0.2258065	0.0526316	0.2380952	0.0454545	0.0015	0.1142857	0.1153846	0.0	0.0	0.1111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027027	0.0015	0.0	0.0	0.0	0.0	0.0	0.030303	0.0	0.0	0.04	0.0	0.0638298	0.0307692	0.0357143	0.1142857	0.1956522	0.0869565	0.0526316	0.0967742	0.0416667	0.08	0.0	0.0769231	0.09375	
Shining Bronze-Cuckoo (<em class="sci">Chrysococcyx lucidus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0285714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Fan-tailed Cuckoo (<em class="sci">Cacomantis flabelliformis</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	
Tawny Frogmouth (<em class="sci">Podargus strigoides</em>)	0.0	0.0015	0.0	0.0909091	0.0526316	0.0	0.0	0.0015	0.0015	0.0	0.0	0.0333333	0.047619	0.0	0.0	0.0	0.0909091	0.0	0.0909091	0.0	0.0625	0.0	0.0015	0.0540541	0.0015	0.1538462	0.0625	0.0357143	0.0	0.0	0.0015	0.0434783	0.0416667	0.04	0.0285714	0.0851064	0.0153846	0.0015	0.0015	0.0434783	0.0434783	0.0526316	0.0645161	0.0416667	0.04	0.0	0.0769231	0.0	
White-throated Nightjar (<em class="sci">Eurostopodus mystacalis</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0217391	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
