









Frequency of observations in the selected location(s).:
Number of taxa: 	318

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
Sample Size:	85.0	107.0	112.0	114.0	104.0	70.0	110.0	104.0	95.0	138.0	135.0	210.0	160.0	155.0	110.0	113.0	105.0	116.0	108.0	136.0	75.0	72.0	53.0	77.0	52.0	75.0	95.0	87.0	64.0	69.0	56.0	97.0	70.0	68.0	75.0	93.0	80.0	94.0	72.0	126.0	81.0	82.0	87.0	77.0	88.0	82.0	69.0	74.0	

Black Scoter (<em class="sci">Melanitta americana</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0092593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Long-tailed Duck (<em class="sci">Clangula hyemalis</em>)	0.0	0.0	0.0089286	0.0	0.0	0.0	0.0090909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0090909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0123457	0.0	0.0	0.0	0.0	0.0	0.0289855	0.0	
Bufflehead (<em class="sci">Bucephala albeola</em>)	0.8470588	0.8691589	0.9464286	0.9473684	0.9326923	0.9428571	0.8090909	0.8076923	0.8736842	0.8913043	0.9185185	0.9142857	0.89375	0.7096774	0.4909091	0.2123894	0.1714286	0.1293103	0.0462963	0.0588235	0.0266667	0.0138889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0416667	0.2539683	0.691358	0.9756098	0.9770115	0.987013	0.9659091	0.9146341	0.9565217	0.9324324	
Common Goldeneye (<em class="sci">Bucephala clangula</em>)	0.0	0.0093458	0.0178571	0.0087719	0.0	0.0	0.0	0.0096154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0073529	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0229885	0.012987	0.0	0.0	0.0434783	0.0	
Hooded Merganser (<em class="sci">Lophodytes cucullatus</em>)	0.1058824	0.1495327	0.0982143	0.1578947	0.0673077	0.0857143	0.0181818	0.1153846	0.1684211	0.1521739	0.1185185	0.1190476	0.1375	0.0516129	0.0363636	0.0	0.0	0.0172414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0106383	0.0	0.015873	0.037037	0.195122	0.0574713	0.0779221	0.0227273	0.1585366	0.2463768	0.0675676	
Common Merganser (<em class="sci">Mergus merganser</em>)	0.0	0.0	0.0	0.0	0.0192308	0.0142857	0.0	0.0	0.0210526	0.0072464	0.0	0.0	0.0	0.0	0.0	0.0265487	0.0	0.0086207	0.0185185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0121951	0.0114943	0.012987	0.0113636	0.0	0.0724638	0.0	
Red-breasted Merganser (<em class="sci">Mergus serrator</em>)	0.4941176	0.411215	0.4732143	0.3596491	0.5769231	0.4571429	0.4181818	0.4134615	0.4315789	0.5072464	0.5333333	0.5	0.5875	0.3354839	0.3090909	0.2123894	0.1904762	0.0603448	0.0092593	0.0220588	0.0266667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0178571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0079365	0.0246914	0.0487805	0.091954	0.2077922	0.2727273	0.3658537	0.5217391	0.4459459	
Common/Red-breasted Merganser (<em class="sci">Mergus merganser/serrator</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0072464	0.0	0.0	0.00625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Ruddy Duck (<em class="sci">Oxyura jamaicensis</em>)	0.7058824	0.7757009	0.7321429	0.7719298	0.7692308	0.7571429	0.6272727	0.5865385	0.5157895	0.4927536	0.4888889	0.3666667	0.26875	0.2645161	0.1636364	0.1150442	0.2095238	0.1293103	0.0833333	0.1176471	0.0666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015625	0.0	0.0	0.0	0.0571429	0.0	0.0133333	0.0	0.0375	0.0531915	0.0694444	0.1190476	0.2098765	0.3292683	0.5172414	0.5454545	0.4772727	0.597561	0.826087	0.7702703	
duck sp. (<em class="sci">Anatinae sp.</em>)	0.0	0.0	0.0089286	0.0087719	0.0096154	0.0142857	0.0	0.0	0.0210526	0.0072464	0.0	0.0	0.00625	0.0129032	0.0090909	0.0	0.0	0.0	0.0	0.0	0.0133333	0.0	0.0	0.0	0.0192308	0.0133333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0106383	0.0	0.0	0.0	0.0243902	0.0	0.0	0.0	0.0	0.0	0.0	
