









Frequency of observations in the selected location(s).:
Number of taxa: 	190

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
Green Heron (<em class="sci">Butorides virescens</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0588235	0.04	0.0	0.0416667	0.0	0.0625	0.0588235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Black Vulture (<em class="sci">Coragyps atratus</em>)	0.1333333	0.0	0.44	0.2352941	0.2666667	0.1111111	0.1555556	0.3548387	0.2142857	0.125	0.2105263	0.1875	0.047619	0.0	0.25	0.2380952	0.1176471	0.08	0.1153846	0.125	0.1428571	0.125	0.1176471	0.2352941	0.0	0.1666667	0.1666667	0.2	0.1111111	0.0	0.0714286	0.037037	0.0	0.0	0.0	0.1818182	0.3157895	0.1111111	0.2	0.1666667	0.25	0.1578947	0.5	0.2857143	0.1428571	0.25	0.4285714	0.0	
Turkey Vulture (<em class="sci">Cathartes aura</em>)	0.6666667	0.4166667	0.44	0.5	0.6666667	0.462963	0.5111111	0.2580645	0.3214286	0.4166667	0.5789474	0.625	0.6666667	0.7142857	0.5	0.4285714	0.3529412	0.28	0.3461538	0.5416667	0.5238095	0.4375	0.2941176	0.2352941	0.0	0.5	0.3333333	0.3	0.3333333	0.4	0.2857143	0.2592593	0.25	0.4117647	0.45	0.1818182	0.6842105	0.4074074	0.6333333	0.5952381	0.5625	0.7894737	0.5	0.7142857	0.3571429	0.375	0.7142857	0.4285714	
Osprey (<em class="sci">Pandion haliaetus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.047619	0.0	0.0	0.047619	0.0588235	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037037	0.0015	0.0588235	0.0	0.0454545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Golden Eagle (<em class="sci">Aquila chrysaetos</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0333333	0.0	0.03125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Northern Harrier (<em class="sci">Circus hudsonius</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0714286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Sharp-shinned Hawk (<em class="sci">Accipiter striatus</em>)	0.0666667	0.0833333	0.04	0.0	0.0666667	0.0185185	0.0444444	0.0322581	0.0	0.0416667	0.0526316	0.03125	0.1428571	0.0	0.25	0.0952381	0.0	0.0	0.0384615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037037	0.0	0.0	0.15	0.1363636	0.3157895	0.1851852	0.2666667	0.2142857	0.09375	0.1052632	0.25	0.0	0.0714286	0.125	0.1428571	0.0	
Cooper's Hawk (<em class="sci">Accipiter cooperii</em>)	0.0	0.0	0.2	0.0	0.0333333	0.0555556	0.1777778	0.0322581	0.0015	0.0416667	0.0526316	0.03125	0.1904762	0.4285714	0.25	0.1904762	0.1176471	0.08	0.0	0.0015	0.4285714	0.1875	0.3529412	0.4117647	0.4	0.0015	0.0	0.2	0.3333333	0.2	0.5	0.1111111	0.0	0.4705882	0.5	0.2727273	0.3684211	0.3703704	0.4	0.3809524	0.15625	0.1578947	0.5	0.0714286	0.0714286	0.375	0.4285714	0.0	
Sharp-shinned/Cooper's Hawk (<em class="sci">Accipiter striatus/cooperii</em>)	0.0	0.0	0.0	0.0294118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545	0.0526316	0.037037	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Accipiter sp. (<em class="sci">Accipiter sp.</em>)	0.0	0.0	0.04	0.0	0.0	0.0185185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.047619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0588235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0740741	0.0333333	0.0238095	0.03125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
